date,tweet,sentiment,saham
"2019-01-11","Analis: Tahun 2019 kinerja Telekomunikasi Indonesia (TLKM) bisa terdongkrak lagi http:// news.masjmzs.com//index/xnews/i ndex.html?uuid=f850aab5ff4ca38a615dcdce8943bce4&to_platfrom=old …","Positif","tlkm"
"2019-01-11","Saham Telkom Indonesia (TLKM) hari ini ditutup pada Rp3.860 di Bursa Efek Indonesia, https:// bit.ly/2rzegnQ . Mari menabung saham! Karena saham Telkom pilihan tepat bagi Sobat. #TelkomUpdate","Positif","tlkm"
"2019-01-11","sp 14/1 : 1. auto kras bbtn bbkp pnbn hoki imjs poly enrg unsp mppa fren soci mbss tram smdr pwon apln tlkm cpin eraa scma. 2. bnli intp suli. 3. bnga sido viva jsmr mlpl","Positif","tlkm"
"2019-01-11","Leading Movers: TLKM, CPIN, ASII, INTP, MKPI. Lagging Movers: BBRI, SMGR, UNTR, TELE, POLI. #MarketReview","Positif","tlkm"
"2019-01-11","Investor asing mencatat net buy pada pasar reguler sebesar Rp 878,5 miliar, dengan net buy tertinggi oleh TLKM, BMRI dan BBCA. #MarkeReview","Positif","tlkm"
"2019-01-11","Indeks Bisnis27 Menguat, TLKM & INTP Pendorong Utama http:// bit.ly/2H6Iau4","Positif","tlkm"
"2019-01-11","Indeks Bisnis27 Menguat, TLKM & INTP Pendorong Utama https:// magsberita158363793.wordpress.com/2019/01/11/ind eks-bisnis27-menguat-tlkm-intp-pendorong-utama/ …","Positif","tlkm"
"2019-01-11","Saham TLKM Pendorong Utama IHSG Sesi I, FOOD Terkuat http:// bit.ly/2RFDGPe","Positif","tlkm"
"2019-01-11","Saham TLKM Pendorong Utama IHSG Sesi I, FOOD Terkuat https:// magsberita158363793.wordpress.com/2019/01/11/sah am-tlkm-pendorong-utama-ihsg-sesi-i-food-terkuat/ …","Positif","tlkm"
"2019-01-11","Top foreign net buy: BBRI, BMRI, TLKM, ASII, BBNI. Top foreign net sell: BBCA, SRIL, BDMN, ASSA, BJTM. #DailyReport","Positif","tlkm"
"2019-01-13","Waktu awal-awal dulu sih ngambil patokan dari sini http:// strategimanajemen.net/2018/01/15/per ingkat-kenaikan-harga-10-saham-terbaik-indonesia-sepanjang-masa/ … Secara garis besar sih cocok diambil semua kalo emang modalnya ada, kalo ga cukup bisa ambil yang harganya masih murah2 aja kaya KLBF HMSP BBRI TLKM sisa nya bisa ambil ASII / INDF","Positif","tlkm"
"2019-01-14","Moody's menegaskan peringkat utang Telkom (TLKM) dan Telkomsel di level Baa1 http:// investasi.kontan.co.id/news/moodys-me negaskan-peringkat-utang-telkom-tlkm-dan-telkomsel-di-level-baa1 … #Emiten","Positif","tlkm"
"2019-01-14","Telkom Indonesia (TLKM) akan fokus garap bisnis digital lifestyle tahun ini http:// industri.kontan.co.id/news/telkom-in donesia-tlkm-akan-fokus-garap-bisnis-digital-lifestyle-tahun-ini … #Telekomunikasi","Positif","tlkm"
"2G19-01-14","PERINGKAT KORPORASI : TLKM Bertahan di Level Baa1 http:// bit.ly/2HbGNKD","Positif","tlkm"
"2019-01-14","sp 15/1 : 1 pnbn bina ptpp hoki lpck bhit mncn apln isat tlkm. 2. tops aali lpkr mdka. 3. adhi wskt bumi kbli bird","Positif","tlkm"
"2019-01-14","JII Melemah 1,49% Pada Akhir Sesi I, Saham ASII & TLKM Penekan Utama http:// bit.ly/2Ha2cnx","Negatif","tlkm"
"2019-01-14","TLKM Spec Buy dengan support di 3830, cutloss jika break di bawah 3800. Jika tidak break di bawah 3830 potensi naik ke 3900-3980 short term.","Positif","tlkm"
"2019-01-14","Top foreign net buy: TLKM, BMRI, BBCA, BBNI, ASII. Top foreign net sell: BBRI, SMMA, BNLI, CPIN, CTRA. #DailyReport","Positif","tlkm"
"2019-01-15","Operator Telekomunikasi Seluler Telkomsel tengah gencar melakukan inovasi dan mengembangkan bisnis digital. Perusahaan pelat merah ini sudah berhasil menangani sistem digital di beberapa perusahaan dan memiliki bisnis Indonesia Digital Home (IndiHome). #TLKM","Positif","tlkm"
"2019-01-15","sp 16/1 : 1. bjbr bdmn bbni wton smgr tkim inkp wskt ptpp wege wood hoki klbf kaef lppf lpkr mppa pnbs adro fren inkp antm tram gmfi asri smra ppro tlkm sdmu. 2. bbca adhi wika wsbp indf myor roti mdka kbli main eraa. 3. bjtm bbkp bnga totl jsmr pwon","Positif","tlkm"
"2019-01-15","Investor asing mencatat net buy pada pasar reguler sebesar Rp 840,7 miliar, dengan net buy tertinggi oleh TLKM, BMRI dan BBCA. #MarketReview","Positif","tlkm"
"2019-01-15","#InfoNews Perusahaan pemeringkat investasi Moody's menegaskan peringkat Baa1 ke PT Telekomunikasi Indonesia Tbk (TLKM), dan anak usahanya, PT Telekomunikasi Selular, Senin (14/1). https:// bit.ly/2FxB8vW","Positif","tlkm"
"2019-01-15","Investment news; Telkom, market price TLKM IDR3,860 (0.26%) P/E: 20.72 P/BV: 4.74 EV/EBITDA: 5.84 ROIC: 19.14 ROA: 11.71 ROE 25.01","Netral","tlkm"
"2019-01-16","4. Telekomunikasi Indonesia (TLKM). Hari ini secara teknikal TLKM mengindikasikan adanya potensi kenaikan, indikator MACD berada pada area positif. Kami merekomendasikan BUY dengan support dan resistance pada level : 3.890 – 4.050 ; PE: 21.42x; PBV: 4.36x","Positif","tlkm"
"2019-01-16","gain intraday 16/1 : wege 6.7%, tram 6.3%, main 6%, antm 5.4%, jsmr 3.4%, wsbp 3%, lppf 2.4%, gmfi 2.4%, bbkp 2.4%, bbni 1.9%, adro 1.7%, sdmu 1.6%, tlkm 1%,","Positif","tlkm"
"2019-01-16","Saham TLKM & UNTR Dorong JII Menguat 0,52% Pada Akhir Sesi I | https:// bit.ly/2SVnBlF","Positif","tlkm"
"2019-01-16","Saham TLKM & UNTR Dorong JII Menguat 0,52% Pada Akhir Sesi I http:// bit.ly/2RRzKef","Positif","tlkm"
"2019-01-16","Indeks Bisnis-27 Naik 0,25% Pada Sesi I, Saham TLKM & BBNI Moncer http:// bit.ly/2RLBPs8","Positif","tlkm"
"2019-01-16","Saham TLKM & UNTR Dorong JII Menguat 0,52% Pada Akhir Sesi I https:// magsberita158363793.wordpress.com/2019/01/16/sah am-tlkm-untr-dorong-jii-menguat-052-pada-akhir-sesi-i/ …","Positif","tlkm"
"2019-01-16","TLKM dan JSMR makin solid. Semakin yakin mempertahankan kedua saham ini. #IHSG #LQ45 #IDX #BlueChip","Positif","tlkm"
"2019-01-16","2. Investor asing sementara ini membukukan pembelian bersih sebesar 395.78 miliar rupiah. Hingga saat ini investor asing melakukan pembelian terbesar pada saham TLKM, BBCA, PGAS, ASII dan BBNI dan melakukan penjualan terbesar pada saham INKP, INDY, BUMI, WSKT dan ITMG.","Positif","tlkm"
"2019-01-16","Saham TLKM & BBNI Topang IHSG Sesi I, TIRA Menguat Tajam http:// bit.ly/2RLP3Fn","Positif","tlkm"
"2019-01-16","#BeriTebengan Jl. Gelong Baru Utara No.4 - 03, 17/01 17:00, 5 seat, Rp. 75.000, route : tlkm dbs-... http:// apps.nebengers.com/ride/115336 @nebengers","Netral","tlkm"
"2019-01-16","[BERITA] Moody's Tegaskan Rating Telkom dan Telkomsel, Ini Analisa Teknikal Saham TLKM - Kemarin TLKM diperdagangkan melonjak 2,07 persen dan merupakan saham yang paling diburu asing http:// bit.ly/2RuqZat","Positif","tlkm"
"2019-01-16","Moody's Tegaskan Rating Telkom dan Telkomsel, Ini Analisa Teknikal Saham TLKM https:// goo.gl/wy4pGx","Positif","tlkm"
"2019-01-16","2. Investor asing mencatatkan pembelian bersih sebanyak 1.91 triliun rupiah, dengan saham – saham yang paling banyak dibeli diantaranya TLKM, BMRI, BBCA, BBRI dan UNVR.","Positif","tlkm"
"2019-01-17","Pemilik saham PT Telekomunikasi Indonesia Tbk $TLKM sekaligus pengguna aktif Telkomsel >10 tahun, kalo mau protes gak bisa akses Netflix bakal didenger gak yaa","Netral","tlkm"
"2019-01-17","TLKM nyentuh 4000 susah bgt","Negatif","tlkm"
"2019-01-17","$TLKM menuju 4000 ~","Positif","tlkm"
"2019-01-17","2. Investor asing mencatatkan pembelian bersih sebanyak Rp. 1.45 triliun rupiah, dengan saham – saham yang paling banyak dibeli diantaranya BBCA, TLKM, BBRI, BBNI dan ASII. Hari ini perdagangan saham masih di bayangi oleh sentimen brexit.","Positif","tlkm"
"2019-01-17","YA ALLAH AKU BELOM BILANG OK PERASAAN. Asli da tapi pengen :((( asal jangan kyk tlkm aja itu gede bgt tolong aku sm mutee nyasar2","Netral","tlkm"
"2019-01-18","Saham Telkom Indonesia (TLKM) hari ini ditutup pada Rp4.020 di Bursa Efek Indonesia, https:// bit.ly/2rzegnQ . Mari menabung saham! Karena saham Telkom pilihan tepat bagi Sobat. #TelkomUpdate","Positif","tlkm"
"2019-01-18","TLKM lagi gurih-gurih nyoy~","Positif","tlkm"
"2019-01-18","Top foreign net buy: BBCA, TLKM, BBRI, BBNI, ASII. Top foreign net sell: INDY, UNTR, LPPF, BUMI, TSPC. #DailyReport","Positif","tlkm"
"2019-01-18","2. Investor asing mencatatkan pembelian bersih sebesar Rp. 1.61 triliun dengan saham – saham yang paling banyak dibeli diantaranya BBCA, BBRI, BMRI ASII dan TLKM.","Positif","tlkm"
"2019-01-20","#Iqro coba download FS nya BUMN terbuka di http:// idx.co.id Cek berapa puluh T laba TLKM, BBRI dkk. Klo mau kuat mungkin perlu go public.","Positif","tlkm"
"2019-01-21","Investor asing mencatat keseluruhan net buy pada pasar reguler sebesar Rp 272.3 miliar, dengan net buy tertinggi oleh BBCA, TLKM dan SMGR. #MarketReview","Positif","tlkm"
"2019-01-21","Indeks Saham Syariah Menguat, Saham TLKM & INTP Jadi Penopang https:// magsberita158363793.wordpress.com/2019/01/21/ind eks-saham-syariah-menguat-saham-tlkm-intp-jadi-penopang/ …","Positif","tlkm"
"2019-01-21","Indeks Saham Syariah Menguat, Saham TLKM & INTP Jadi Penopang http:// bit.ly/2HqLFvt","Positif","tlkm"
"2019-01-21","2. Investor asing sementara ini membukukan pembelian bersih sebesar 136.52 miliar rupiah. Hingga saat ini investor asing melakukan pembelian terbesar pd saham BBCA, TLKM, ASII, HMSP, & ICBP. Investor asing melakukan penjualan terbesar pada saham BMRI, BTPS, TOWR, BBNI dan WSKT.","Positif","tlkm"
"2019-01-21","Top foreign net buy: BBCA, ASII, BBRI, TLKM, BBNI. Top foreign net sell: BTPS, WSKT, BUMI, ASSA, UNTR. #DailyReport","Positif","tlkm"
"2019-01-22","Asing continue buy terhadap beberapa saham ini BBRI, ASII, BBCA, TLKM, ICBP, HMSP, UNVR, PGAS, ACES #YukNabungSaham #saham #sekuritasdimalang Join group untuk update info. Selamat berinvestasi. https:// chat.whatsapp.com/Cx7Ndn08uMLKB2 n214xywk …","Positif","tlkm"
"2019-01-22","Leading Movers: BBCA, BDMN, HMSP, TPIA, INTP. Lagging Movers: ASII, BBRI, TLKM, UNTR, BMRI. #MarketReview","Negatif","tlkm"
"2019-01-22","JII Melemah Hampir 1% Pada Akhir Sesi I, Saham TLKM & ASII Penekan Utama http:// bit.ly/2HlqOJY","Negatif","tlkm"
"2019-01-22","Saham BBCA & TLKM Penekan Utama IHSG Sesi I http:// bit.ly/2RZDD0D","Negatif","tlkm"
"2019-01-23","Leading Movers: ISAT, INKP, INPP, BNLI, UNTR. Lagging Movers: BMRI, BBCA, TLKM, BBNI, CPIN. #MarketReview","Negatif","tlkm"
"2019-01-23","Investor asing mencatat keseluruhan net sell pada pasar reguler sebesar Rp 332.9 miliar, dengan net sell tertinggi oleh BMRI, BBRI dan TLKM. #MarketReview","Negatif","tlkm"
"2019-01-23","Terpaksa jual tlkm","Negatif","tlkm"
"2019-01-23","Berikut saham-saham syariah yang menguat pagi ini > https:// bit.ly/2CBYAFj","Positif","tlkm"
"2019-01-23","Saham TLKM & INTP Bawa JII Turun 0,13% di Awal Dagang http:// bit.ly/2S8cM2M","Negatif","tlkm"
"2019-01-23","Saham TLKM & INTP Bawa JII Turun 0,13% di Awal Dagang https:// magsberita158363793.wordpress.com/2019/01/23/sah am-tlkm-intp-bawa-jii-turun-013-di-awal-dagang/ …","Negatif","tlkm"
"2019-01-24","Indeks Bisnis-27 Melemah Sesi I, Ini Saham Penekan Utama | https:// bit.ly/2FXLx47","Negatif","tlkm"
"2019-01-24","Leading Movers: ASII, ICBP, BBRI, BNLI, INKP. Lagging Movers: TLKM, BBCA, HMSP, MKPI, TPIA. #MarketReview","Negatif","tlkm"
"2019-01-24","Indeks Bisnis-27 Melemah Sesi I, BBCA & TLKM Penekan Utama http:// bit.ly/2S5Gs0j","Negatif","tlkm"
"2019-01-24","PT Telekomunikasi Indonesia (Persero) Tbk (TLKM) saat ini sedang membentuk wave (iv) dari wave [iii] dengan target pelemahan 3,910 dan idealnya di 3,860.(Disclaimer On) (24/01/2019) #MNCSRiset #RekomendasiSaham #BeritaEmiten","Negatif","tlkm"
"2019-01-25","Stock Picks 25 Januari 2019 TLKM BoW dengan support di 3820 Cutloss jika break di bawah 3775 Jika tidak break dibawah 3820 Potensi naik ke 3900-4000 short term. #CGSCIMBID #Stockpicks Disclaimer: http:// bit.ly/cgscimbiddiscl aimer …","Positif","tlkm"
"2019-01-25","Anak usaha Telkom (TLKM) bentuk anak usaha baru PT Fintek Karya Nusantara http:// industri.kontan.co.id/news/anak-usah a-telkom-tlkm-bentuk-anak-usaha-baru-pt-fintek-karya-nusantara … #PTTelkomIndonesia/TLKM","Netral","tlkm"
"2019-01-25","Saham Telkom Indonesia (TLKM) hari ini ditutup pada Rp3.880 di Bursa Efek Indonesia, https:// bit.ly/2rzegnQ . Mari menabung saham! Karena saham Telkom pilihan tepat bagi Sobat. #TelkomUpdate","Positif","tlkm"
"2019-01-25","Jakarta Islamic Index Menguat 0,16% di Akhir Sesi I, TLKM & INCO Pendorong Utama http:// bit.ly/2S5t2kN","Positif","tlkm"
"2019-01-25","nyari momen yang pas buat pgas dan tlkm:""","Positif","tlkm"
"2019-01-26","My point exactly! Padahal, kalau lebih berhemat, mungkin bisa buat beli 1 lot saham TLKM","Positif","tlkm"
"2019-01-26","sp 28/1 : 1. bjtm wsbp inkp wika wsbp wege aali tbla poly lppf pnbs inkp mika prda heal bsde. 2. wton wskt totl psab. 3. bbca bnga bbni tkim ptpp pgas asgr bmtr mncn adro soci. + : mlpl fren doid tlkm","Positif","tlkm"
"2019-01-26","20 lot saham TLKM ama 100 unit penyertaan reksadana panin dana maksima cukuplah","Positif","tlkm"
"2019-01-27","untuk di bawah 500rb pilihannya TLKM ya min?","Positif","tlkm"
"2019-01-27","Opo??? Mati lampu, jangan mention2 babang tlkm lagi","Netral","tlkm"
"2019-01-27","Di daerah saya tahun lalu ada kok yang maharnya TLKM 21 lot","Positif","tlkm"
"2019-01-28","sobat pemegang saham TLKM pegangan dulu ya, mau longsor dulu","Negatif","tlkm"
"2019-01-28","Telkomsel Bentuk Anak Usaha Baru, Saham TLKM Malah Anjlok https:// invst.ly/9wbg-","Negatif","tlkm"
"2019-01-28","TLKM kenapa tuh seharian murung","Negatif","tlkm"
"2019-01-28","JII Turun 0,60% Pada Akhir Sesi I, Saham TLKM & UNVR Penekan Utama http:// bit.ly/2HD3dVh","Negatif","tlkm"
"2019-01-28","Saham TLKM & UNVR Tekan IHSG Sesi I, CNTX Merosot http:// bit.ly/2HBLPAp","Negatif","tlkm"
"2019-01-28","Speak like a 'rational economist' (my friend said), investasi di saham-saham BUMN itu lebih ke atas dasar nasionalisme dibanding bahas keuntungan. Kalo case PGN atau TLKM? Saya curigah itu akal-akalan brokernya. Mesti stay vigilant, short-taking profit, lah. https:// x.com/w_runturambi/s /w_runturambi/status/1089528571335299073 …","Negatif","tlkm"
"2019-01-28","Tlkm ini maunya apa :(","Negatif","tlkm"
"2019-01-29","#BeriTebengan Jl. Gelong Baru Utara No.4 - 03, 01/02 19:00, 5 seat, Rp. 75.000, route: tlkm dbs -... http:// apps.nebengers.com/ride/116657 @nebengers","Netral","tlkm"
"2019-01-29","Haee sobat tlkm! Wkwkwk","Netral","tlkm"
"2019-01-29","Gaaa tlkm nya langsung, cc tuh apa ya?","Netral","tlkm"
"2019-01-29","Leading Movers: TLKM, BBCA, TPIA, BYAN, HMSP. Lagging Movers: BBRI, CPIN, GGRM, INPP, UNTR. #MarketReview","Positif","tlkm"
"2019-01-29","Investor asing mencatat keseluruhan net buy pada pasar reguler sebesar Rp 165,2 miliar, dengan net buy tertinggi oleh BBRI, BBCA, TLKM. #MarketReview","Positif","tlkm"
"2019-01-29","PT Telekomunikasi Indonesia (Persero) Tbk (TLKM) sudah berada pada akhir wave iii dari wave (c) dari wave [ii], dan akan menguat dalam jangka pendek, (1/2) (Disclaimer On) (29/01/2019) #MNCSRiset #RekomendasiSaham #BeritaEmiten","Positif","tlkm"
"2019-01-29","Top foreign net buy: ICBP, GGRM, BBRI, PGAS, LPPF. Top foreign net sell: BMRI, TLKM, BBCA, BBNI, BNLI. #DailyReport","Negatif","tlkm"
"2019-01-30","h3ndr4 15 jan 19 Analisa TLKM,WIKA,PGAS: http:// youtu.be/TJ901GgrdnI?a via @YouTube","Netral","tlkm"
"2019-01-30","giliran uang lg ada, tlkm kagak turun2.","Positif","tlkm"
"2019-01-30","Ini bbri ama tlkm kapan betelor nya dah","Positif","tlkm"
"2019-01-30","Parah si tlkm care taw aja w buat status lgsg difllbck kan wkwk","Netral","tlkm"
"2019-01-30","Indeks Syariah Naik 0,13%, Saham UNVR & TLKM Pendorong Utama http:// bit.ly/2SewuJT","Positif","tlkm"
"2019-01-30","Top foreign net buy: BBRI, BBCA, TLKM, ASII, HMSP. Top foreign net sell: BMRI, TOWR, UNTR, KAEF, WSKT. #DailyReport","Positif","tlkm"
"2019-01-31","Investor asing mencatat net buy pada pasar reguler sebesar Rp 1.478,3 miliar, dengan net buy tertinggi oleh TLKM, GGRM, BDMN. #MarketReview","Positif","tlkm"
"2019-01-31","ayo kerja kerja kerja kerek kembali TLKM > 4000","Positif","tlkm"
"2019-01-31","2019 ERAAnya TOWR TLKM?","Netral","tlkm"
"2019-01-31","#EmitenNews Telkom Indonesia Tbk (TLKM) targetkan 7jt pelanggan baru Indihome di seluruh Indonesia pada 2019","Positif","tlkm"
"2019-02-01","Saham TLKM & TPIA Melemah, Reli Indeks Saham Syariah Tergelincir http:// bit.ly/2t3aeo4","Negatif","tlkm"
"2019-02-01","Saham Telkom Indonesia (TLKM) hari ini ditutup pada Rp3.870 di Bursa Efek Indonesia, https:// bit.ly/2rzegnQ . Mari menabung saham! Karena saham Telkom pilihan tepat bagi Sobat. #TelkomUpdate","Positif","tlkm"
"2019-02-01","Leading Movers: BBRI, BMRI, CPIN, BBNI, BNLI. Lagging Movers: MAYA, HMSP, TLKM, TPIA, FREN. #MarketReview","Negatif","tlkm"
"2019-02-01","kalo untuk investasi aku liat fundamental dan chart sampe 5 taun ke belakang.dan lebih aman pilih saham defensive. porto investasi cuma: BBRI, BBNI, ICBP, dan TLKM. biasanya nambah nyicil porto pas harga turun (setelah dividend cum date) atau beli banyak pas momentum IHSG rontok","Positif","tlkm"
"2019-02-01","bbri km gamau turun apa ihhh, tlkm aja udah merah","Negatif","tlkm"
"2019-02-01","Jakarta Islamic Index Positif di Awal Perdagangan, CPIN & TLKM Pendorong Utama http:// bit.ly/2HJxEt9","Positif","tlkm"
"2019-02-01","Nyampe gak y ke perluasan? Soalnya mayoritas org tlkm jadi kaya susah gitu rar","Netral","tlkm"
