date,tweet,sentiment,saham
2019-01-07,BBRI itu dah go public...yg lain bbrp jg...ga main2 lho...pergerakan saham mereka dah dianalisa oleh analyst2 kelas wahid level2 dunia...bkn level abal2 yg br muncul pas kampanye... artinya transaksi saham BBRI itu dan bercerita sbrp menarik n sehat BRI mnurut analyst2 top tsb..,,bbri
2019-01-07,BBRI di koleksi juga kang,,bbri
2019-01-08,"[BERITA] Ada Peluang Perdamaian Dagang AS - China, IHSG Berpeluang Lanjutkan Penguatan - Lima saham yang paling diburu asing kemarin yakni BBCA, BBNI, TLKM, PGAS dan BBRI http:// bit.ly/2Ff6fgy",,bbri
2019-01-09,Saham-saham teraktif yang diperdagangkan: SRIL KPAS ISAT TLKM BBRI ADRO INDY,,bbri
2019-01-09,"Leading Movers: BMRI, BBRI, ISAT, UNTR, TBIG. Lagging Movers: UNVR, TLKM, HMSP, GGRM, BDMN. #MarketReview",,bbri
2019-01-09,"Investor asing mencatat net buy pada pasar reguler sebesar Rp 836,7 miliar, dengan net buy tertinggi oleh BBRI, BMRI dan ASII. #MarketReview",,bbri
2019-01-09,"$WSKT asing makin tebal, $IKAI menuju 250, $KPAS, $BKSL, $BBRI, $ERNG dan $MAPI broh @Ahmf_fadli",,bbri
2019-01-09,"Niat mau jual bbri di 3700, lah pas buka aplikasi harganya udh di 3740, pas mau jual malah turun di 3720, kzl...",,bbri
2019-01-09,"Indeks Bisnis27 Menguat pada Sesi I, BMRI & BBRI Pendorong Utama http:// bit.ly/2RHESkU",,bbri
2019-01-09,"[BERITA] Sepanjang 2018 Terbanyak Dijual Asing, Tahun Ini Saham BBRI Mulai Diburu - Total net sell asing saham BBRI pada 2018 mencapai Rp9,11 triliun http:// bit.ly/2CZLW4x",,bbri
2019-01-09,bbri yang ku punya sedari dulu sejatinya modal untuk ss ataupun merit heheheheheheehehehehe,,bbri
2019-01-09,"Investment news; Finance sector IDR1,186.90 B (0.05%) BBTN: IDR2,730 (3.41%) BBRI: IDR3,680 (0.55%) BMRI: IDR7,350 (-1.01%) BBNI: IDR8,900 (0.28%) BNLI: IDR605 (-3.20%) BNGA: IDR1,100 (-1.35%) BTPN: IDR3,630 (2.83%) BBCA: IDR26,200 (-0.10%)",,bbri
2019-01-10,Analisa Teknikal #BBRI #CARS #LTLS #SRIL #IMAS #BBKP #FASW: http:// youtu.be/R4CTblPih7A?a via @YouTube,,bbri
2019-01-10,"Investor asing mencatat net buy pada pasar reguler sebesar Rp 613,1 miliar, dengan net buy tertinggi oleh BBRI, BMRI dan TLKM. #MarketReview",,bbri
2019-01-10,Data @IDX_BEI mengungkapkan investor asing cukup tinggi melakukan aksi beli (net buy) di semua pasar hingga mencapai Rp 776 miliar hari ini. https:// cnbcindonesia.com/market/2019011 0161441-17-50065/asing-masuk-lagi-rp-776-m-bbri-bmri-diborong?utm_source=twitter&utm_medium=oa&utm_campaign=cnbcsocmed …,,bbri
2019-01-10,Mantul. BBRI lagi rame banget. Baca2 berita yg terkait emiten juga ga?,,bbri
2019-01-10,"Top foreign net buy: BBRI, BMRI, ASII, UNTR, PGAS. Top foreign net sell: ISAT, MNCN, GGRM, ADRO, UNVR. #DailyReport",,bbri
2019-01-11,"Leading Movers: TLKM, CPIN, ASII, INTP, MKPI. Lagging Movers: BBRI, SMGR, UNTR, TELE, POLI. #MarketReview",,bbri
2019-01-11,"Top foreign net buy: BBRI, BMRI, TLKM, ASII, BBNI. Top foreign net sell: BBCA, SRIL, BDMN, ASSA, BJTM. #DailyReport",,bbri
2019-01-13,"Waktu awal-awal dulu sih ngambil patokan dari sini http:// strategimanajemen.net/2018/01/15/per ingkat-kenaikan-harga-10-saham-terbaik-indonesia-sepanjang-masa/ … Secara garis besar sih cocok diambil semua kalo emang modalnya ada, kalo ga cukup bisa ambil yang harganya masih murah2 aja kaya KLBF HMSP BBRI TLKM sisa nya bisa ambil ASII / INDF",,bbri
2019-01-14,"Pelayanan yg buruk juga menjadi pertimbanganku buat menjual saham BBRI. Namanya juga perusahaan dgn tulisan Tbk. di belakangnya, siap ya dinilai publik. Handle customer kok sekenanya gini.",,bbri
2019-01-14,"Leading Movers: BBRI, TELE, PNBN, MNCN, TOPS. Lagging Movers: HMSP, UNTR, BBCA, ASII, TPIA. #MarketReview",,bbri
2019-01-14,"Top foreign net buy: TLKM, BMRI, BBCA, BBNI, ASII. Top foreign net sell: BBRI, SMMA, BNLI, CPIN, CTRA. #DailyReport",,bbri
2019-01-15,"Direktur Utama @BANKBRI_ID (BBRI) Suprajarto berharap @bank_indonesia tidak lagi menaikkan tingkat suku bunga acuannya. Meskipun ada penyesuaian suku bunga, ia memperkirakan itu hanya satu kali di tahun ini. https:// cnbcindonesia.com/market/2019011 5172900-17-50801/bos-bri-berharap-bi-tidak-lagi-kerek-bunga-acuan?utm_source=twitter&utm_medium=oa&utm_campaign=cnbcsocmed …",,bbri
2019-01-15,Sudah ada yang tahu kemana arah pergerakan perusahaan berkode saham BBRI hari ini? http:// bit.ly/2FqBmpv,,bbri
2019-01-15,"[BERITA] Aksi Beli Meningkat, ke Mana Arah Saham BBRI? - BRI berhasil menyalurkan KUR senilai Rp80,2 triliun http:// bit.ly/2SZC1l2",,bbri
2019-01-15,"Aksi Beli Meningkat, ke Mana Arah Saham BBRI? https:// goo.gl/xqCwqW",,bbri
2019-01-15,"Investment news; Finance sektor IDR1,204.36 B BBTN: IDR2,740 (0.37%) BBRI: IDR3,790 (1.61%) BMRI: IDR7,700 (0.00%) BBNI: IDR8,875 (-0.56%) BNLI: IDR670 (1.52%) BNGA: IDR1,100 (-2.22%) BTPN: IDR3,650 (-0.27%) BBCA: IDR26,000 (-0.95%)",,bbri
2019-01-15,AALI PTSN PNBN PNLF ESSA BBRI MNCN TBIG ISAT HOKI #saham #watchlist IDX 15JAN2019 http:// youtu.be/65GdcK-nAPs?a,,bbri
2019-01-15,Di bbri juga pengalaman buruk gitu kak?,,bbri
2019-01-16,"2. Investor asing mencatatkan pembelian bersih sebanyak 1.91 triliun rupiah, dengan saham – saham yang paling banyak dibeli diantaranya TLKM, BMRI, BBCA, BBRI dan UNVR.",,bbri
2019-01-17,Manajemen PT Bank Rakyat Indonesia Tbk (BBRI) angkat bicara soal gelombang pemutusan hubungan kerja (PHK) yang terjadi di industri perbankan. https:// cnbcindonesia.com/market/2019011 7184723-17-51217/soal-tsunami-phk-di-perbankan-ini-respons-bri?utm_source=twitter&utm_medium=oa&utm_campaign=cnbcsocmed …,,bbri
2019-01-17,"Btw semua Bank itu lagi bagus. BMRI, BBCA, BBTN, tapi gua pilih BBRI soalnya RoE dan Market Cap paling tinggi dengan harga yang masih oke buat budak korporasi. 1 lot sekitar 300 ribuan.",,bbri
2019-01-17,#10YearsChallenge in saham BBRI aja dehhh uda stock split brp kali,,bbri
2019-01-17,Bank2 pemerintah untung. BBRI smpi kwartal3 2018 untung 23 triliun. BMRI untung 18 triliun. BNI untung 11 triliun. Telkom untung 14 triliun.,,bbri
2019-01-17,"Saham UNVR & BBRI Dorong Penguatan IHSG Sesi I, HOME Naik Paling Tajam http:// bit.ly/2RWmGUM",,bbri
2019-01-17,"2. Investor asing mencatatkan pembelian bersih sebanyak Rp. 1.45 triliun rupiah, dengan saham – saham yang paling banyak dibeli diantaranya BBCA, TLKM, BBRI, BBNI dan ASII. Hari ini perdagangan saham masih di bayangi oleh sentimen brexit.",,bbri
2019-01-17,"[BERITA] Berita Hari Ini : Rating Surat Utang SOCI Turun, BBRI Target KUR Rp86,97 Triliun - PTBA bidik ekspor batu bara 12 juta ton, capex WOOD Rp200 miliar, Holding BUMN Infrastruktur dan Perumahan difinalisasi http:// bit.ly/2FG4vMS",,bbri
2019-01-17,"Berita Hari Ini : Rating Surat Utang SOCI Turun, BBRI Target KUR Rp86,97 Triliun https:// goo.gl/QAbJ2Y",,bbri
2019-01-18,"Saham-saham teraktif yang diperdagangkan: SRIL, VICO, INDY, UNTR, KPAS, ERAA dan BBRI.",,bbri
2019-01-18,PT Bank Rakyat Indonesia Tbk (BBRI) menargetkan pertumbuhan Kredit Usaha Rakyat (KUR) di kuartal I 2019 ini tumbuh di kisaran 12%-14% dengan strategi perkuat penyaluran ke petani. https:// cnbcindonesia.com/market/2019011 8171901-17-51381/incar-petani-bri-targetkan-kur-tumbuh-12-14?utm_source=twitter&utm_medium=oa&utm_campaign=cnbcsocmed …,,bbri
2019-01-18,Lo beli BBRI awal tahun yak? Wakakakak,,bbri
2019-01-18,"IHSG dibuka menguat 25,102 poin (0,39 persen) ke 6.448,882. https:// kumparan.com/@kumparanbisni s/ihsg-hijau-saham-layak-beli-bbni-bbri-doid-icbp-lsip-wood-1547776901974776030?utm_source=Twitter&utm_campaign=int&utm_medium=post …",,bbri
2019-01-18,"Top foreign net buy: BBCA, TLKM, BBRI, BBNI, ASII. Top foreign net sell: INDY, UNTR, LPPF, BUMI, TSPC. #DailyReport",,bbri
2019-01-18,"2. Investor asing mencatatkan pembelian bersih sebesar Rp. 1.61 triliun dengan saham – saham yang paling banyak dibeli diantaranya BBCA, BBRI, BMRI ASII dan TLKM.",,bbri
2019-01-20,"Halo, setelah kami cek BBRI memang harga last nya 3820.",,bbri
2019-01-20,Kok bisa ya beda gini bbri di app sekuritas sama di @Stockbit ?,,bbri
2019-01-20,"#Iqro coba download FS nya BUMN terbuka di http:// idx.co.id Cek berapa puluh T laba TLKM, BBRI dkk. Klo mau kuat mungkin perlu go public.",,bbri
2019-01-20,"Aku ga minta mas kawin, aku minta saham BBRI, BBCA, UNVR, masing-masing 100 lot",,bbri
2019-01-20,Jieun-ah~ bbri bbri! Sudah terfollow ya.,,bbri
2019-01-21,"Mungkin saya harus beli WIKA, PPRO, PTPP, GIAA, PTBA, BBNI, BBRI, BRIS, BMRI, KRAS, KAEF, TUGU, BTPN, BBTN, WSKT, JSMR. Bangsat sekali harga-harganya...",,bbri
2019-01-21,"Leading Movers: BBCA, BNLI, DSSA, BYAN, SMGR. Lagging Movers: ASII, BMRI, BBNI, BBRI, GGRM. #MarketReview",,bbri
2019-01-21,BBRI gak ditampilkan,,bbri
2019-01-21,"Top foreign net buy: BBCA, ASII, BBRI, TLKM, BBNI. Top foreign net sell: BTPS, WSKT, BUMI, ASSA, UNTR. #DailyReport",,bbri
2019-01-22,sp 23/1 : 1. intp mcor unsp lppf prda best isat fren jpfa scma. 2. giaa ssia eraa. 3. imas kras hoki bsde jsmr pwon. + : bbtn bbri lpkr cpin,,bbri
2019-01-22,"Leading Movers: BBCA, BDMN, HMSP, TPIA, INTP. Lagging Movers: ASII, BBRI, TLKM, UNTR, BMRI. #MarketReview",,bbri
2019-01-22,"Asing continue buy terhadap beberapa saham ini BBRI, ASII, BBCA, TLKM, ICBP, HMSP, UNVR, PGAS, ACES #YukNabungSaham #saham #sekuritasdimalang Join group untuk update info. Selamat berinvestasi. https:// chat.whatsapp.com/Cx7Ndn08uMLKB2 n214xywk …",,bbri
2019-01-23,Bbri biri,,bbri
2019-01-23,"Investor asing mencatat keseluruhan net sell pada pasar reguler sebesar Rp 332.9 miliar, dengan net sell tertinggi oleh BMRI, BBRI dan TLKM. #MarketReview",,bbri
2019-01-23,"Untuk mengkompensasi NIM yang lebih rendah, BBRI berharap dapat mengelola kenaikan biaya operasional (pertumbuhan +10%), meningkatkan pendapatan berbasis biaya sebesar 13-15% vs pertumbuhan pinjaman 12-14% sambil menjaga biaya kredit tetap rendah sebesar 1,9-2,1%.",,bbri
2019-01-23,BBRI belum meningkatkan suku bunga kredit setelah penyesuaian 25-50bps pada 3Q18 sementara suku bunga TD meningkat. Mereka akan membuat peminjam dapat meneruskan kenaikan biaya produksi sebelum penyesuaian suku bunga pinjaman lebih lanjut.,,bbri
2019-01-23,"BBRI mengindikasikan bahwa mereka memprediksi NIM (Net Interest Margin) pada 2019 sebesar 7,2-7,3% dari 7,4% pada laporan keuangan non-konsolidasi selama 9M18 dan 11M18.",,bbri
2019-01-23,"Berikut beberapa riset #NewsUpdate yang dapat menjadi acuan investasi Anda: § PT Bank Rakyat Indonesia Tbk: Indicated NIM at ca. 7.3% for 2019 (BBRI; Rp3,770; Buy; TP: Rp4,100)",,bbri
2019-01-23,"Investment news; Finance sector IDR1,234.57 B (-0.78%) BBTN: IDR2,770 (0.00%) BBRI: IDR3,770 (-0.79%) BMRI: IDR7,750 (-0.64%) BBNI: IDR9,250 (0.27%) BNLI: IDR900 (5.26%) BNGA: IDR1,195 (4.82%) BTPN: IDR3,650 (-0.82%) BBCA: IDR28,000 (0.99%)",,bbri
2019-01-23,"Mengawali perdagangan Rabu (23/1), IHSG dibuka turun ke posisi 6.457,050. https:// kumparan.com/@kumparanbisni s/ihsg-merah-cermati-saham-bbri-bmri-doid-gjtl-issp-myor-1548208510652814519?utm_source=Twitter&utm_campaign=int&utm_medium=post …",,bbri
2019-01-23,Stock Picks 23 Januari 2019 BBRI Spec Buy dengan support di 3730 Cutloss jika break di bawah 3680 Jika tidak break dibawah 3730 Potensi naik ke 3800-3850 short term. #CGSCIMBID #Stockpicks Disclaimer: http:// bit.ly/cgscimbiddiscl aimer …,,bbri
2019-01-23,"Top foreign net buy: BDMN, BBCA, HMSP, PGAS, ICBP. Top foreign net sell: BMRI, BBRI, ASII, UNTR, BBNI. #DailyReport",,bbri
2019-01-24,sp 25/1 : 1. pnlf mpmx bjtm bbkp pnbn bnii kaef raja mcor asii viva lppf lpck pnbs apln akra. 2. inkp hoki tram ppro. 3. bbri tkim. + : bmri,,bbri
2019-01-24,"Leading Movers: ASII, ICBP, BBRI, BNLI, INKP. Lagging Movers: TLKM, BBCA, HMSP, MKPI, TPIA. #MarketReview",,bbri
2019-01-24,"Investor asing mencatat keseluruhan net buy pada pasar reguler sebesar Rp 281.9 miliar, dengan net buy tertinggi oleh ASII, BBRI dan BDMN. #MarketReview",,bbri
2019-01-24,"Terima Kasih atas komentar sahabat Pans kemarin. Sesuai permintaan @merrymanru, berikut pertumbuhan saham BBRI 10 tahun yang lalu yah.. Yuk, comment dibawah mau perusahaan apa lagi untuk… https:// instagram.com/p/BtAZ0zTBoYw/ ?utm_source=ig_twitter_share&igshid=312fi3l0w2lt …",,bbri
2019-01-24,"Mengawali perdagangan Kamis (24/1), IHSG dibuka naik ke posisi 6.458,801. https:// kumparan.com/@kumparanbisni s/ihsg-menguat-menu-saham-pagi-ini-akra-asii-bbri-bmri-itmg-myor-1548295516808422314?utm_source=Twitter&utm_campaign=int&utm_medium=post …",,bbri
2019-01-25,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) dalam pergerakan wave (ii) dari wave [v], dengan target pelemahan di area 3,690. Selanjutnya BBRI berpotensi menguat ke wave (iii) dengan target 4,020. (Disclaimer On) (25/01/2019) #MNCSRiset #RekomendasiSaham #BeritaEmiten",,bbri
2019-01-26,"10 lot BBRI dulu lah ya buat starter, wakakaaa demi goals di 2029, amiinn #crazyrichjogja",,bbri
2019-01-26,Atau BBRI,,bbri
2019-01-26,"Kalau mas kawin saham enak sih beli dari sekarang buat nikah 5 tahun lagi udah gede. Beli saham BBRI misal sebulan beli 10 lot 3,7jt harga sekarang. Kumpulin sampe 50 udah lumayan buat mas kawin.",,bbri
2019-01-27,"BBRI, PTBA, ISAT juga bisa mbak.",,bbri
2019-01-27,Sudah mencoba mashok bbri plek buat nyekolahin tar.. wkwkwkw. Akan didiversifikasi kalo duitnya berlebih. Hehe,,bbri
2019-01-28,"Gue bisikin ya. Beli saham BBRI, BBNI sana UNVR skrg.",,bbri
2019-01-28,"Saham perbankan, saham penopang IHSG. Menarik ditunggu berapa laba bersih BBRI BBNI dan BBCA",,bbri
2019-01-28,$IHSG Forecast Update Part 1 Emiten/Close/Est Target/Est Gain % $ABBA/103/170/65% $ADHI/1710/2300/35% $ADMG/340/390/15% $APLN/192/250/30% $ANTM/930/1300/40% $ASRI/368/430/17% $BBNI/9100/10100/11% $BBRI/3780/4200/11% $BDMN/9050/10000/10% $BEST/272/330/21% Disclaimer ON.,,bbri
2019-01-28,"cari dokter bedah mulut di Bekasi kok membingungkan, sih... bingung karna pada mahal-mahal. cabut gigi bungsu doang min 3,5jutaan. pake beli ACES ato BBRI sudah dapat berapa lot memang itu :((((",,bbri
2019-01-28,"Investment news; Finance sector IDR1,231.54 B (-0.04%) BBTN: IDR2,700 (0.75%) BBRI: IDR3,780 (-0.26%) BMRI: IDR7,375 (-1.34%) BBNI: IDR9,100 (1.11%) BNLI: IDR1,025 (-1.91%) BNGA: IDR1,170 (1.30%) BTPN: IDR3,810 (0.26%) BBCA: IDR27,500 (0.73%)",,bbri
2019-01-28,"BBRI Spec Buy dengan support di 3760 , cutloss jika break di bwh 3680. Jika tdk break di bwh 3760 potensi naik ke 3800-3850 soon.",,bbri
2019-01-29,"Leading Movers: TLKM, BBCA, TPIA, BYAN, HMSP. Lagging Movers: BBRI, CPIN, GGRM, INPP, UNTR. #MarketReview",,bbri
2019-01-29,"Investor asing mencatat keseluruhan net buy pada pasar reguler sebesar Rp 165,2 miliar, dengan net buy tertinggi oleh BBRI, BBCA, TLKM. #MarketReview",,bbri
2019-01-29,"belum pernah menyesal nabung dikit2 saham bbri,",,bbri
2019-01-29,"Investment news; Finance sector IDR1,225.46 B (-0.49%) BBTN: IDR2,650 (-1.85%) BBRI: IDR3,780 (0.00%) BMRI: IDR7,175 (-2.71%) BBNI: IDR9,100 (0.00%) BNLI: IDR1,030 (0.49%) BNGA: IDR1,130 (-3.42%) BTPN: IDR3,790 (-0.52%) BBCA: IDR27,475 (-0.09%)",,bbri
2019-01-29,"Top foreign net buy: ICBP, GGRM, BBRI, PGAS, LPPF. Top foreign net sell: BMRI, TLKM, BBCA, BBNI, BNLI. #DailyReport",,bbri
2019-01-30,Ini bbri ama tlkm kapan betelor nya dah,,bbri
2019-01-30,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) berhasil mencatatkan laba bersih sepanjang 2018 sebesar Rp 32,4 triliun. Laba bersih perseroan ini meningkat 11,6% dibandingkan pada 2017. https:// cnbcindonesia.com/market/2019013 0160202-17-53090/laba-bank-bri-tembus-rp-324t-di-2018-naik-116?utm_source=twitter&utm_medium=oa&utm_campaign=cnbcsocmed …",,bbri
2019-01-30,Selanjutnya BBRI akan menguat untuk membentuk wave (iii) dari wave [v] dari wave 5 (2/2) (Disclaimer On) (30/01/2019) #MNCSRiset #RekomendasiSaham #BeritaEmiten,,bbri
2019-01-30,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI). Terkoreksinya BBRI merupakan akhir dari wave c dari wave (ii) dari wave [v] dari wave 5 berada pada level 3,600-3,650. (1/2) (Disclaimer On) (30/01/2019) #MNCSRiset #RekomendasiSaham #BeritaEmiten",,bbri
2019-01-30,"Top foreign net buy: BBRI, BBCA, TLKM, ASII, HMSP. Top foreign net sell: BMRI, TOWR, UNTR, KAEF, WSKT. #DailyReport",,bbri
2019-01-31,"PT Bank Rakyat Indonesia (Persero) Tbk #BBRI mencatat simpanan Dana Pihak Ketiga (DPK) di akhir Des 2018 sbsr Rp944,3 t atau tumbuh 12,2% year on year (you). Untuk aset BRI pun terkerek di angka Rp1.296,9 t atau tumbuh 15,2% dibandingkan posisi Desember 2017 sebesar Rp1.126,2 T",,bbri
2019-01-31,"PT Bank Rakyat Indonesia (Persero) Tbk #BBRI kembali menorehkan kinerja positif hingga akhir 2018. Bank plat merah ini mampu mendulang laba sebesar Rp32,4 Triliun sepanjang 2018. Angka ini naik 11,6% dibandingkan laba 2017 sebesar Rp29 Triliun.",,bbri
2019-01-31,Saatnya bedah laporan keuangan BBRI ah,,bbri
2019-01-31,"gain intraday 31/1 : giaa 12.7%, ptpp 4.9%, issp 3.3%, mlpl 3.3%, ppro 3.2%, wika 3%, bmri 1.7%, mdka 1.2%, bbri 1%, excl 1%, hrum 1%",,bbri
2019-01-31,"Leading Movers: BBCA, BBRI, BMRI, UNVR, ASII. Lagging Movers: CPIN, KAEF, JPFA, INKP, TKIM. #MarketReview",,bbri
2019-01-31,ini mah kayaknya BBCA BBRI,,bbri
2019-01-31,#InfoNews Direktur Utama BRI Suprajarto menyatakan target laba bank dengan sandi saham BBRI ini tumbuh 10%-12% tahun ini. https:// bit.ly/2Sf8pD2,,bbri
2019-01-31,"PT Bank Rakyat Indonesia (BRI) Tbk (BBRI) booked a net profit of Rp32.42 trillion in 2018, grew 11.6% from Rp29.04 trillion in 2017 http:// yosefardi.com/2019/01/31/201 8-results-bri-ocbc/ …",,bbri
2019-01-31,"BBCA & BBRI Penopang Utama IHSG Sesi I, CSIS Menguat Paling Tajam http:// bit.ly/2ShqfVP",,bbri
2019-01-31,"Faktanya GIAA mulai IPO thn 2011, BBRI 2003, BBNI 1996, BMRI 2003. Jadi sudah “tergadai” dari kapan? Yg bikin infografik masih idup ga orangnya?",,bbri
2019-01-31,Laba BANK BRI. Merupakan salah satu Bank BUMN Kode Emiten nya BBRI.,,bbri
2019-01-31,"Bank Rakyat Indonesia (BBRI IJ, BUY, TP: IDR4,750)In-Line 4Q18; Lower NIM Offset By Fee & CoC - https:// mailchi.mp/rhbgroup/bi-ra te-remain-unchanged-164437 …",,bbri
2019-01-31,"Mengawali perdagangan Kamis (31/1), IHSG dibuka naik ke posisi 6.497,719. https:// kumparan.com/@kumparanbisni s/ihsg-hijau-saham-unggulan-pilihan-adhi-adro-asii-bbri-ggrm-wskt-1548900086078471236?utm_source=Twitter&utm_campaign=int&utm_medium=post …",,bbri
2019-01-31,"PT Bank Rakyat Indonesia (Persero) Tbk (BBRI) membukukan laba bersih Rp 32,4 triliun di 2018. Laba ini naik 11,6% dibandingkan 2017.",,bbri
2019-01-31,"BBRI mencatat laba bersih Rp 32,4 triliun di tahun 2018, naik 11,6% YoY dibandingkan periode yang sama tahun lalu Rp 29 triliun.: Kontan",,bbri
2019-02-01,"Cetak rekor, ini rekomendasi analis untuk saham Bank Rakyat Indonesia (BBRI) http:// investasi.kontan.co.id/news/cetak-rek or-ini-rekomendasi-analis-untuk-saham-bank-rakyat-indonesia-bbri … #RekomendasiSaham",,bbri
2019-02-01,"Leading Movers: BBRI, BMRI, CPIN, BBNI, BNLI. Lagging Movers: MAYA, HMSP, TLKM, TPIA, FREN. #MarketReview",,bbri
2019-02-01,"Investor asing mencatat net buy pada pasar reguler sebesar Rp 826,7 miliar, dengan net buy tertinggi oleh BBRI, BMRI, BBCA. #MarketReview",,bbri
