date,tweet,sentiment,saham
"2019-03-03","Dari mulai icbp yg 6k sampe skrg udah nyentuh 7.5k , nyesel sih kenapa gak dari dulu uwe buka RDI","positif","icbp"
"2019-03-07","IA-CEPA Disepakati, Lirik Sektor Konsumsi seperti ICBP dan MYOR http:// bit.ly/2ETbroU","positif","icbp"
"2019-03-08","IA-CEPA Disepakati, Lirik Sektor Konsumsi seperti ICBP dan MYOR - Market http:// Bisnis.com https:// market.bisnis.com/read/20190307/ 192/897041/ia-cepa-disepakati-lirik-sektor-konsumsi-seperti-icbp-dan-myor …","positif","icbp"
"2019-03-08","ICBP ya.... keknya lbh bagus drpd INDF","positif","icbp"
"2019-03-08","Bahana Sekuritas tentang kerjasama Indonesia-Australia Comprehensive Economic Partnership Agreement (IA-CEPA). https:// market.bisnis.com/read/20190307/ 192/897041/ia-cepa-disepakati-lirik-sektor-konsumsi-seperti-icbp-dan-myor …","positif","icbp"
"2019-03-08","Bahana Sekuritas tentang kerjasama Indonesia-Australia Comprehensive Economic Partnership Agreement (IA-CEPA). https:// market.bisnis.com/read/20190307/ 192/897041/ia-cepa-disepakati-lirik-sektor-konsumsi-seperti-icbp-dan-myor …","positif","icbp"
"2019-03-12","Mau banget dong, apalagi yg bluechip kek unvr, icbp, bbri, tlkm","positif","icbp"
"2019-03-15","Hi, sobat IDX! Yuk, #KenaliSaham ICBP! (PT Indofood CBP Sukses Makmur Tbk. (Saham ICBP) merupakan perusahaan yang bergerak di Sektor Consumer Goods Industry dengan Subsektor Food and Beverages. #MauMulaiKapan #YukNabungSaham","netral","icbp"
"2019-03-15","Saham ICBP dicatatkan di BEI pada Papan Utama pada tanggal 7 Oktober 2010 dengan harga perdana senilai Rp5.395. Sampai dengan hari ini (per 15 Maret 2019) harga saham tersebut telah mencapai nilai Rp10.300 loh.","positif","icbp"
"2019-03-15","Perusahaan juga telah melakukan beberapa Corporate Action seperti Stock Split dan pembagian dividen. Detail terkait Saham ICBP, bisa dilihat di http:// idx.co.id > Perusahaan Tercatat > Profil Perusahaan Tercatat > ICBP #MauMulaiKapan #YukNabungSaham","positif","icbp"
"2019-03-15","Tapi pertumbuhan saham ICBP sejak 2016 -26% kak, jauh di bawah pertumbuhan IHSG yg naik 40%. Gimana dong...","negatif","icbp"
"2019-03-15","#MarketReview #Saham TOP loser by change: SONA (-Rp400), UNTR (-Rp175), CLAY (-Rp100), INDR (-Rp100), dan ICBP (-Rp100)","negatif","icbp"
"2019-03-16","Reposted from @IDX_BEI - Hi, sobat IDX! Yuk, #KenaliSaham ICBP! (PT Indofood CBP Sukses Makmur Tbk. (Saham ICBP) merupakan perusahaan yang bergerak di Sektor Consumer… https:// instagram.com/desanabungsaha m/p/BvDGyl-B3RO/?utm_source=ig_twitter_share&igshid=nzbe3yiqaacv …","netral","icbp"
"2019-03-19","Buy ICBP dengan support di 10.150-9.900. Stoploss jika harga break di bawah 9.900. #BursaEfekIndonesia #SahamHariIni","positif","icbp"
"2019-03-19","ICBP menguat dengan volume yang relatif besar dan kembali akan menguji resistance jangka pendek di 10.450-10.500. Berhasil melewati level tersebut akan membuka peluang ICBP untuk melanjutkan rally dengan target resistance di 10.725-11.000. #TradingIdea #SahamHariIni","positif","icbp"
"2019-03-21","Index LQ45 itu 45 saham yg paling liquid dengan nilai kapitalisasi tertinggi contoh ada UNVR, TLKM, ADHI, BBCA, ADRO, BBRI, INDF, ICBP, JSMR.","positif","icbp"
"2019-03-22","PEnjualan #ICBP sepanjang 2018 tercatat mengalami pertumbuhan sebesar 7,88% YoY dair Rp35,61 triliun pada 2017 menjadi Rp38,41 triliun. Sementara itu, laba bersih perseroan mencapai Rp4,66 triliun atau melonjak 31,5% YoY.","positif","icbp"
"2019-03-22","please ASII sama ICBP naik dong kaya BBRI","positif","icbp"
"2019-03-22","Indofood CBP (ICBP) mencatat laba Rp 4,58 triliun tahun lalu http:// industri.kontan.co.id/news/indofood- cbp-icbp-mencatat-laba-rp-458-triliun-tahun-lalu … #IndustriMakanandanMinuman","positif","icbp"
"2019-03-22","PT Indofood CBP Sukses Makmur Tbk (ICBP) mencatat kenaikan laba bersih per 31 Desember 2018 menjadi Rp4,5 triliun dari periode yang sama 2017 sebesar Rp3,5 triliun.","positif","icbp"
"2019-03-22","ni grafik today, icbp coba liat senin. bakalan break down ke bawah lg apa mantul. kalo astra kayanya lg galau mau naik lg apa turun. cuma oke sih buat jangka panjang. (analisa gembel gue ini la)","netral","icbp"
"2019-03-22","beli asii atau icbp aja la.. lg murce tuh","positif","icbp"
"2019-03-22","[BERITA] Sebagai Penopang Utama Indofood, Kinerja ICBP Lebih Baik dari Induknya - Dari sisi pertumbuhan kinerja keuangan dan harga saham, ICBP mengungguli INDF https:// ift.tt/2FfixCY","positif","icbp"
"2019-03-22","KINERJA 2018 : Penjualan ICBP Tumbuh 7,9% Jadi Rp38,41 Triliun http:// bit.ly/2OlqBXg","positif","icbp"
"2019-03-24","Minggu lalu bullish harami, 18 Mar 2019, ICBP: -0.48%...","negatif","icbp"
"2019-03-25","gw cairin deposito hari ini buat beli #indomie yg lg sale #icbp","netral","icbp"
"2019-03-25","ICBP sempat turun sampai 9250 skrg 9400 (opening 10300) INDF sekarang turun di 6750 pdhl di penutupan jumat kemarin, saya jual semua cadangan INDF di harga 7400, dan td padi open di 7350 pheeew","positif","icbp"
"2019-03-25","Ini ada apa sih sama icbp","negatif","icbp"
"2019-03-25","ICBP menguat dengan volume yang realtif besar dan kembali akan menguji resistance jangka pendek di 10.450-10.500. Berhasil melewati level tersebut akan membuka peluang ICBP untuk melanjutkan rally setelah membentuk higher low ke target resistance di 10.725-11.000. #TradingIdea","positif","icbp"
"2019-03-25","Icbp sama indf nikmatnya belanja di tgl gajian...","netral","icbp"
"2019-03-25","mau beli belom gajian hahaha.. btw icbp itu jatoh bgt aturan beli itu aja la","positif","icbp"
"2019-03-25","Buy ICBP dengan support di 10.150-9.900. Stoploss jika harga break di bawah 9.900. #RekomendasiSaham #TradingIdea #SahamHariIni","positif","icbp"
"2019-03-26","Lagi makan sambil baca laporan keuangan ICBP, kok tetiba ada OST Sailormoon di kepala ya. Random banget sih ini pikiran.","netral","icbp"
"2019-03-26","Hahahahahahha ngeri kali jajan nya yaaa, ICBP tuh lagi turun ekwkkw indomie seleraku terbaek lah","negatif","icbp"
"2019-03-27","dari lapak sebelah : Buy ICBP (Discl. On)","positif","icbp"
"2019-03-27","dari lapak sebelah : Buy ICBP (Discl. On) #liriksaham","positif","icbp"
"2019-03-27","Terus Tertekan Pekan Ini, ke Mana Arah INDF & ICBP?","negatif","icbp"
"2019-03-27","ICBP selama 2 hari ini udah turun 13,1%, mau sya beli kata mba nya jangan dulu","negatif","icbp"
"2019-03-27","ICBP FY2018 EPS 394 vs est 377 --> bagus. Kok malah aseng buang? :(","negatif","icbp"
"2019-03-27","Rata2 semuanya lagi terdiskon, ingat kata opa warren buffett saat semua panik saatnya masuk. CNBC Indonesia: Analisis Teknikal Terus Tertekan Pekan Ini, ke Mana Arah INDF & ICBP?. https:// cnbcindonesia.com/market/2019032 7183049-17-63288/terus-tertekan-pekan-ini-ke-mana-arah-indf-icbp … melalui @GoogleNews","positif","icbp"
"2019-03-27","#MarketReview #Saham TOP loser by change: INTP (-Rp400), ICBP (-Rp375), INDF (-Rp350), CPIN (-Rp325), dan TKIM (-Rp300)","negatif","icbp"
"2019-03-27","duhh icbp ku mines 8 persen...","negatif","icbp"
"2019-03-27","ICBP & CPIN Penekan Utama IHSG Sesi I, KBLV Merosot Paling Tajam http:// bit.ly/2WtfChk","negatif","icbp"
"2019-03-27","ICBP knp turun terus ya padahal laba tahun lalu bagus","negatif","icbp"
"2019-03-27","MNC Sekuritas : Jual 2 Saham Berikut, dan Waktunya Beli ICBP dan BBTN http:// bit.ly/2HJws8f","positif","icbp"
"2019-03-28","jadi mau average down icbp apa asii nih?","positif","icbp"
"2019-03-29","BBRI, TLKM, ICBP emang paling enak dilihat jangka pendek atau pun jangka panjang","positif","icbp"
"2019-03-29","Top foreign net buy: TLKM,BMRI,GGRM,BRPT,JSMR. Top foreign net sell: JPFA,PNIN,CPIN,BBCA,ICBP. #DailyReport","negatif","icbp"
"2019-03-31","""Aku suka liat chart sama fundamental nya bbca, bbri, icbp tapi ga aku order to buy"" ""Loh kenapa gan?"" https:// x.com/Tom_Gems/statu /Tom_Gems/status/1112249979848908800 …","netral","icbp"
"2019-04-01","Upaya menyelamatkan saham ICBP","positif","icbp"
"2019-04-01","Besok pagi gaboleh telat sama 2 lot icbp","netral","icbp"
"2019-04-01","Kinerja ICBP berpotensi tumbuh di bawah dua digit, ini rekomendasi dari analis http:// investasi.kontan.co.id/news/kinerja-i cbp-berpotensi-tumbuh-di-bawah-dua-digit-ini-rekomendasi-dari-analis … #RekomendasiSaham","positif","icbp"
"2019-04-02","ICBP naiknya tajam ...turunnya juga tajam","negatif","icbp"
"2019-04-02","valuasi consumer good PER terendah tiap tahun, delta +++ safety margin makin besar #UNVR #KLBF #INDF #ICBP #ULTJ #FAST #KAEF #MYOR","positif","icbp"
"2019-04-02","Seminggu ini ud makan indomie terus (ICBP) capeee...dollar cost averaging terus,kebanyakn mecin ni emiten,ga ada sentimen negatif ,volatilitas biasanya stabil,fundamental ok,anjlok bgt","negatif","icbp"
"2019-04-02","Ngeliatin icbp sama indf bikin kezel","negatif","icbp"
"2019-04-02","Walapun indf, icbp turun terus, dan nmib yg mulai ngilang, life must go on","negatif","icbp"
"2019-04-02","#MarketReview #Saham TOP loser by change: UNTR (-Rp575), INDR (-Rp275), ICBP (-Rp225), SMGR (-Rp200), dan EMTK (-Rp175)","negatif","icbp"
"2019-04-04","#kafein #ICBP tekanan JUAL mulai bisa TERTAHAN Cermati ICBP krn tampak tekanan jual pada saham ini di level 9000 yg dilakukan oleh 2 broker ASING tampaknya tak mampu menjatuhkan saham ini dibawah 9000, setelah kemarin sempat low-8950. batas atas untuk naik saham ini di 9100/9125","positif","icbp"
"2019-04-04","Top foreign net buy: BBRI, BBNI, ASII, CTRA, TLKM. Top foreign net sell: ICBP, PGAS, JPFA, UNTR, BBTN. #DailyReport","negatif","icbp"
"2019-04-05","ICBP membentuk inside bar di last low 9.000 yang sebelumnya menjadi resistance kuat. Candle tersebut bisa menjadi indikasi awal pembalikan arah dalam jangka pendek. Rebound dari level ini akan menguji last high di 9.400 ke target resistance di 9.600. #RekomendasiSaham","positif","icbp"
"2019-04-05","Buy ICBP dengan support di 8.800-8.600. Stoploss jika harga break di bawah 8.600. #SahamHariIni #IndonesiaStockExchange","positif","icbp"
"2019-04-06","Hih slama msi ad warmindo dgn burjo burjo icbp ga bklan kndor jon","positif","icbp"
"2019-04-07","Makanya saham ICBP itu selalu awet","positif","icbp"
"2019-04-07","Kalau beli ICBP pada saat IPO di harga 5395, hari ini harga ICBP 9025. Berarti kalo beli 10 lot dlu seharga 5.395.000 berarti uang kita sekarang jadi 9.025.000. Berarti cuan 67.2%","positif","icbp"
"2019-04-08","BBRI ICBP ASII aja dulu, lebi mure hahaha","positif","icbp"
"2019-04-09","#kafein akhirnya #ICBP naik juga +3.06% ke 9275, setelah bbrp hari tertahan di area 9000-9050.","positif","icbp"
"2019-04-09","Member Only: ICBP Sudah Turun Tajam. Akankah Rebound? http:// doktermarket.com/2019/04/member -only-icbp-sudah-turun-tajam.html …","netral","icbp"
"2019-04-09","Sesi 1. lanjutan (tarik napas dulu) Harami: ELSA, WSBP, MNCN, SCMA, ADHI, INDY, WSKT, PTPP, WIKA, LPPF, BBRI, AKRA, JSMR, INDF, ASII, BMRI, ICBP, BBNI, SMGR, UNVR.. Phiuuh ... (Discl. On) #liriksaham","netral","icbp"
"2019-04-09","ngaceng kan ICBP.","positif","icbp"
"2019-04-10","Saham Produsen Indomie (ICBP) Bersiap Terbang, Ini Potensi Teknikalnya http:// dlvr.it/R2WShn","positif","icbp"
"2019-04-10","thank you ICBP amunisi terisi lagi..","positif","icbp"
"2019-04-10","Siap-siap Transaksi, Ada ICBP, ADRO & SRIL Bisa Jadi Pilihan http:// detik.id/6BTJcu","positif","icbp"
"2019-04-11","$BBNI #Bank Negara Indonesia Indonesia Daily - Thursday, April 11, 2019: Bank Negara Indonesia (BBNI IJ/HOLD/Rp9,750/Target: Rp10,400): P/B valuation stretching further to above average; downgrade to HOLD. TRADERS CORNER Indofood CBP Sukses Makmur (ICBP… http:// dlvr.it/R2ZgGS","netral","icbp"
"2019-04-11","Indomie itu ICBP atau INDF","netral","icbp"
"2019-04-13","Silsilah keluarga ICBP","netral","icbp"
"2019-04-15","Dan itu jg berlaku di sektor lain: Harga ayam naik, gue gak mau kalah, gue beli saham JPFA dkk Harga minyak naik, drpd ngeluh gue beli MEDC dkk Harga Chitato naik, gue ogah rugi, gue beli ICBP Suku bunga naik, gue beli saham bank","positif","icbp"
"2019-04-15","Start small then big, dari yg awalnya cuma bisa beli indom*e sekarang bisa beli ICBP nya wkwk sebuah kemajuan","positif","icbp"
"2019-04-16","Sesi 1. Bullish doji: SRIL 336, INDY 1720, ICBP 9050, Bullish engulfing: BMRI 7475, SMGR 13175, INTP 21600 (Discl. On) #liriksaham","positif","icbp"
"2019-04-17","Saham Pabrik Indomie (ICBP), Bangkit Usai Pemilu? http:// dlvr.it/R2yVkk","positif","icbp"
"2019-04-17","Iya ya bang, dapet remah2 icbp bbca ggrm gitu kek...","netral","icbp"
"2019-04-18","Punya sahamnya Mitra Adi Perkasa tapi jarang beli produknya (Starbucks). Gak punya sahamnya ICBP tapi sering beli produknya (Indomie). Itu aku...","netral","icbp"
"2019-04-19","Indofood CBP Sukses Makmur Tbk (ICBP.JK) Shares Lose -11.89% in Value Over Past Quarter - https:// stocknewsoracle.com/indofood-cbp-s ukses-makmur-tbk-icbp-jk-shares-lose-11-89-in-value-over-past-quarter/ …","negatif","icbp"
"2019-04-23","*bisik PTPP, ADHI, ICBP, RALS","netral","icbp"
"2019-04-25","Bingung mo beli saham icbp apa bdmn","netral","icbp"
"2019-04-28","14. Yang Refo temui banyak investor yang salah tangkap tentang sektor poultry ini menganggap bahwa sektor ini =consumer staples seperti UNVR MYOR ICBP yang sahamnya naik terus karena kinerja bisa stabil #yuknabungsaham #idx","positif","icbp"
"2019-04-29","ICBP bergerak sideways dalam jangka pendek di range 8.950-9.400. Rebound dari level ini akan menguji resistance di 9.400 yang jika terlewati akan membuka peluang breakout menuju target resistance di 9.600. #BursaEfek #TradingIdea","positif","icbp"
"2019-04-29","Iya EXCL sama ISAT lg naik yaaa. Duh gak mau GGRM, antri ICBP aja deeeeh","positif","icbp"
"2019-04-29","Buy ICBP dengan support di 8.800-8.600. Stoploss jika harga break di bawah 8.600. #SahamHariIni #RekomendasiSaham #TradeSmart","positif","icbp"
"2019-04-30","Laba Indofood CBP (ICBP) naik dobel digit di kuartal I-2019 http:// investasi.kontan.co.id/news/laba-indo food-cbp-icbp-naik-dobel-digit-di-kuartal-i-2019 … #KinerjaEmiten","positif","icbp"
"2019-04-30","Simak rekomendasi analis untuk saham INDF, ICBP, SIMP, dan LSIP http:// investasi.kontan.co.id/news/simak-rek omendasi-analis-untuk-saham-indf-icbp-simp-dan-lsip … #RekomendasiSaham","positif","icbp"
"2019-04-30","Bahagia itu sesederhana ini, ketika INDF ICBP harganya naik ke level awal","positif","icbp"
"2019-04-30","Stock Picks 30 April ICBP Spec Buy dengan support di 9125 Cutloss jika break di bawah 8975 Jika tidak break di bawah 9125 Potensi naik ke 9275-9375 short term. #CGSCIMBID #Stockpicks Disclaimer: http:// bit.ly/cgscimbiddiscl aimer …","positif","icbp"
"2019-04-30","Wkwkwkw cau kacau! Icbp ntap gan tudei LK Q1 baru rilis wkwk","positif","icbp"
"2019-04-30","ICBP dan BBCA Topang IHSG Menguat pada Akhir Sesi I https:// market.bisnis.com/read/20190430/ 7/917162/icbp-dan-bbca-topang-ihsg-menguat-pada-akhir-sesi-i?utm_source=dlvr.it&utm_medium=twitter …","positif","icbp"
"2019-04-30","IHSG Lanjut Menguat, Saham BBRI dan ICBP Pendorong Utama http:// bit.ly/2GUvynS","positif","icbp"
"2019-04-30","ICBP Bukukan Laba Rp 1,34 Triliun http:// detik.id/6d19on","positif","icbp"
"2019-04-30","Saya sudah coba email tp bounce back min. Ada cara lain kah? Mau request rups ICBP dan CPIN di bulan may.","netral","icbp"
"2019-04-30","Kacau salah beli kmrn san, udh galau mau beli apa akhirnya nambah bri, coba nambah icbp wkwkwk","positif","icbp"
"2019-04-30","@trickyinvestor kpan kita hold, kapan kita TP gan? contoh icbp saat ini","netral","icbp"
"2019-05-01","Mantaappp CNBC Indonesia: Video ICBP Bukukan Laba Rp 1,34 Triliun. https:// cnbcindonesia.com/market/2019043 0170607-19-69769/icbp-bukukan-laba-rp-134-triliun … melalui @GoogleNews","positif","icbp"
"2019-05-02","Indofood CBP Sukses Makmur (ICBP IJ) - 1Q19 review: A promising start to the year By Mimi Halimin #Research https:// bit.ly/2IW5BXg","positif","icbp"
"2019-05-02","Just sharing Sejak menjadi investor tetap saham indofood atau dalam kode emiten nya ICBP. Gua kalo belanja disupermarket sekarang mau nya cm pake produk perusahaan ini. G fanatik sih tp biar perusahaannya tetep tumbuh aja","positif","icbp"
"2019-05-02","bahkan INDF dan ICBP yang naik lumayan banyak di hari selasa, kamis ini enggak banyak bergerak INDF naik sedikit ICBP turun sedikit http:// detik.id/6YrfrO","netral","icbp"
"2019-05-02","Untuk produk mie instan, ICBP ini produknya -indomie -supermie -sarimi -pop mie -sakura -mie telur cap 3 ayam Indomie uda pasti jd pilihan utama yakan, g ada lg beli mie ABC, mie sedap, samyang dll","netral","icbp"
"2019-05-02","wahahaha.. gua kemaren lepas icbp skrg naik drastis. sedih :')","netral","icbp"
"2019-05-03","ICBP milik konglomerat Anthoni Salim raup laba Rp1,34 triliun https:// alinea.id/s/b1XfR9j6V","positif","icbp"
"2019-05-05","Portofolio investasi di 4 sektor berbeda: ASII (otomotif), WSKT (konstruksi), BBRI (perbankan), ITMG (tambang).. tinggal sector consumer pen beli UNVR atau ICBP...","positif","icbp"
"2019-05-07","Saham ICBP kayak roler coster :( beli pas harga merangkak naik, eh tiba-tiba turun drastis keesokan harinya :(","negatif","icbp"
"2019-05-07","Semoga saham INDF dan ICBP tidak turun hari ini krn rakyat beli #timmiesedap","netral","icbp"
"2019-05-07","#PANSFocus Fokus saham dalam edisi kali ini akan membahas tentang PT Indofood CBP SuksesMakmur Tbk. (ICBP) Pertimbangan memilih: Pelemahan yang awalnya terjadi tidak disertai dengan… https:// instagram.com/p/BxKAxXwJp9N/ ?utm_source=ig_twitter_share&igshid=1f4p5u15958gf …","positif","icbp"
"2019-05-09","Betuul.. kerja yang bener rik, biar bagus sahammu wahahah. Baru megang BBRI, sedang mengincar BBCA sama ICBP/TLKM","positif","icbp"
