date,tweet,sentiment,saham
2020-01-02,Klo stocksplitnya 1:10 bisa banting BBRI ke UNVR sih wkwkwk,negatif,unvr
2020-01-02,Unvr udh stocksplit trs gmn cara nagih utangnya yaa. Janjinya maret pula,negatif,unvr
2020-01-02,"Mayan unvr stock split, merahnya kena split juga, mundako sing akeh lah Ver",positif,unvr
2020-01-02,"Per hari ini, saham $UNVR sudah resmi stock split dengan rasio 1:5. Harga sahamnya sekarang di level Rp8.700an per lembar.",positif,unvr
2020-01-02,Pen bgt beli unvr,positif,unvr
2020-01-02,ternyata stocksplitnya UNVR bukan jaminan emitennya langsung bakalan terbang tinggi hmm,positif,unvr
2020-01-02,"saham unvr harusnya dipecah per brand produk atau jenis produk. itu dah di split juga bakal naik ke harga sebelumnya, abis tu split lagi?",positif,unvr
2020-01-02,"Oke target 2020 UNVR mulai terealisasi setelah stock split, udah dapet di 8600. Next ICBP dan ASII",positif,unvr
2020-01-02,Anjay unvr 8600 sih.... Per lembar Lha belinya minimal 1 lot alias 100 lembar,positif,unvr
2020-01-02,UNVR stocksplit coy! 1:5. Skrg harga 8500an,negatif,unvr
2020-01-02,"Analoginya kaya punya uang Rp 5.000 sebanyak 1 lembar, dituker dg uang Rp 1.000 sebanyak 5 lembar. Gak berubah kan nilai total uangnya? Nah, yg sudah punya UNVR, sekarang jumlah lembar sahamnya jadi 5x lipat lebih banyak.",positif,unvr
2020-01-02,"Hari ini hari pertama perdagangan saham UNVR setelah stock split 1:5. Harga saham UNVR berubah dari Rp 42.000 menjadi Rp 8.400. Tiap pemegang saham, jumlah sahamnya bertambah menjadi lima kali lipat sesuai dengan stock splitnya.",positif,unvr
2020-01-02,Akhirnya UNVR bisa digapai oleh masyarakat jelata sepertiku.,positif,unvr
2020-01-02,Pantesan kok rasanya ada yang janggal sama saham UNVR,negatif,unvr
2020-01-02,sumpah temen gue kasian bgt wkwkwwk tadi pagi buka akun gain 16jt dari unvr udh seneng banget eh ternyata itu lagi error WKWKWKWK ngakak tp kasiann,positif,unvr
2020-01-02,Akhirnya unvr stocksplit,positif,unvr
2020-01-02,Tidak baik membeli UNVR saat emosi yang mengontrol,negatif,unvr
2020-01-02,"Ini membuat saham $UNVR menjadi lebih terjangkau. Untuk mendapatkan 1 lot UNVR, kini kita cukup merogoh kocek sebesar Rp870 ribuan dari sebelumnya Rp4.3 jutaan per lot.",positif,unvr
2020-01-02,"Super degdegan ngebid unvr, ini kalo ga ke bid di 8.550 trus besok nanjak mah menangys ajala",positif,unvr
2020-01-02,unvr stock split 8400 ni hari ini wkwk nunggu turun dulu ajalah,negatif,unvr
2020-01-02,"Cuan-cuan, beli UNVR pas masih 41k stelah itu harganya turun. Sempet ketar-ketir tapi tetep harus percaya sama bluechip dong",positif,unvr
2020-01-02,"Mau masuk UNVR diawal tahun susah banget, kalah modal bos haha",negatif,unvr
2020-01-02,Akhirnya org miskin kyk saya bisa beli saham UNVR,negatif,unvr
2020-01-02,Nutup seko UNVR karo BBCA lah. HMSP wis ambyar. Begitu ijo lgsg tak cut war rencana... Wakakaka...,negatif,unvr
2020-01-02,"Oalah UNVR stock split, tumben emiten nongkrong di trending",positif,unvr
2020-01-02,"mudah-mudahan saya pun demikian. bisa mewariskan ke anak cucu. ingat pepatah bokap kalau dikit-dikit jual, cuan sekian persen jual-loss gede lu tahan. lu gak akan merasakan gain ribuan persen. sejak itu beli $UNVR buat jangka panjang",positif,unvr
2020-01-02,UNVR Harga Saham Baru Hasil Stock Split. http://neraca.co.id/article/126386,positif,unvr
2020-01-02,Akhirnya bisa beli saham UNVR wkwkkk,positif,unvr
2020-01-02,Aku dan temanku waktu tau UNVR stocksplit,positif,unvr
2020-01-02,Unvr lu jadi berapa lot cor? Wkwk,negatif,unvr
2020-01-02,"Kinerja UNVR akhir2 ini kurang bagus, semoga tahun ini bisa lbh baguuuuss.",positif,unvr
2020-01-02,"Wah ketinggalan momentum dong tadi unvr. Portofolio aman, masih merah muda wkwkwk, setahun kan buat belajar dulu, belum cari cuan.",positif,unvr
2020-01-02,"Tahun lalu sempet nyari2 info mungkin gak ya w beli UNVR, e kesampean juga",positif,unvr
2020-01-02,Jir Sultan :((. Tau gitu beli UNVR dari kemaren kwkww,positif,unvr
2020-01-02,"Kalau syariah tlkm unvr bisa tuh, wah ambilnya yg syariah ya mantap2",positif,unvr
2020-01-02,Gendeng sampe lupa beli unvr:(,positif,unvr
2020-01-03,"Cermati TLKM, BBNI, ROTI, UNVR, INDF, ICBP, HMSP, GGRM, dan BBCA http://brt.st/6q1Z",positif,icbp
2020-01-03,Indomie ni kode e INDF kan? Atau ICBP?,positif,icbp
2020-01-03,Chart TLKM: Analisa NeoWave Siap-siap Reversal Januari 2020-LONG !!! - #TLKM http://id.tradingview.com/chart/TLKM/XkhLqh97/,positif,tlkm
2020-01-03,#tlkm saham #telekom #idx #Saham2020 #ReversalBullish #neowave #elliottWave https://lnkd.in/eVb5szT,positif,tlkm
2020-01-03,"#kafein 3 #asing hari ini borong saham #TLKM, dimana CLSA 37M @3950 Credit Suisse 27M @3949 dan JP Morgan 6.8M @3945, tp scr chart saham TLKM belumlah jelas, kalo bisa BOW di 3920-3900 lebih baik.",positif,tlkm
2020-01-03,#TLKM - TLKM: Analisa NeoWave Siap-siap Reversal Januari 2020-LONG !!! - TradingView - https://id.tradingview.com/chart/TLKM/XkhLqh97/,positif,tlkm
2020-01-03,Elah tlkm yang banned ya ini GA CUKUP NTFLX AJA APA YANG DI BLOKIR :(((,negatif,tlkm
2020-01-03,sp 6/1 : 1. bbca wton wsbp wskt ptpp bumi mppa elsa ptba itmg smra bsde cpin. 2. hmsp klbf medc doid. 3. adhi jsmr antm adro indy ctra tlkm fren. + : bbni,positif,tlkm
2020-01-03,"Indeks Bisnis-27 Naik Lebih dari 1 Persen, BBCA & TLKM Pendorong Utamanya http://bit.ly/35mrcP2",positif,tlkm
2020-01-03,"Top 10 Market Cap, HMSP dan TLKM Melambung http://brt.st/6q3I",positif,tlkm
2020-01-03,"#MarketNews Saham dengan pembelian bersih asing terbesar pada perdagangan hari ini yaitu BBCA, BBRI dan TLKM",positif,tlkm
2020-01-03,"Jaringan terganggu karena banjir, Telekomunikasi Indonesia (TLKM) siapkan genset http://industri.kontan.co.id/news/jaringan-terganggu-karena-banjir-telekomunikasi-indonesia-tlkm-siapkan-genset#Telekomunikasi",negatif,tlkm
2020-01-03,Telkom (TLKM) Siapkan Genset Guna Pulihkan Layanan Terdampak Banjir http://bit.ly/2ufPkWX,negatif,tlkm
2020-01-03,"BBNI, BBRI, TLKM",positif,tlkm
2020-01-03,Tergoda beli TLKM. Tapi ini emergency fund buat bulan depan,positif,tlkm
2020-01-03,"IHSG Menguat Pagi Ini, Saham BBCA & TLKM Jadi Pendongkrak http://bit.ly/2SNpDHu",positif,tlkm
2020-01-03,"Cermati TLKM, BBNI, ROTI, UNVR, INDF, ICBP, HMSP, GGRM, dan BBCA http://brt.st/6q1Z",positif,tlkm
2020-01-03,"Boro boro ngegoreng saham, beli UNVR aja saya belum bisa https://x.com/JagaJokowi/sta/JagaJokowi/status/1212938633621041152",negatif,unvr
2020-01-03,"Udah lama gak trading, sekarang unvr segini jadi semangat trading lagi!",positif,unvr
2020-01-03,Superrr seneng bgtt ya allah alhamdulillah bisa merasakan beli split stock unvr WKWKWK. Kayak mari kita buka 2020 dgn cuan cuan cuan,positif,unvr
2020-01-03,cita citaku: kebelin unvr,positif,unvr
2020-01-03,"KABAR EMITEN 3 JANUARI: Karpet Merah untuk IPO Unikorn, Resmi Stock Split UNVR Menghijau https://ift.tt/2Qn6D0V",positif,unvr
2020-01-03,"Produk rakyat, harga saham $UNVR juga merakyat.",positif,unvr
2020-01-03,tetep berat buat investor modal paspasan kaya saya... wkwkwk nabungnya sedikit sedikit aja dl bisanya unvr mah,positif,unvr
2020-01-03,"sini kak kita tukeran aja yuk kak. budak korporat gabisa trading mat, cari yg bluchip2 aja kyk unvr yg abis stock split.",negatif,unvr
2020-01-03,Resolusi pasti tahun ini ikut RUPS UNVR,positif,unvr
2020-01-03,"Cermati TLKM, BBNI, ROTI, UNVR, INDF, ICBP, HMSP, GGRM, dan BBCA http://brt.st/6q1Z",positif,unvr
2020-01-03,Me in 2020 : Tahan tahan jangan lepas unvr ama bbca,positif,unvr
2020-01-03,"Nah ini wkwkwk, akhirnya balik ke konven sih, reksadana lagi. Yang lagi hot saham UNVR baru displit, tapi takut juga 2020 ini iklimnya lagi gak jelas",negatif,unvr
2020-01-03,Kaget banget liat unvr split. Ko saya baru tahu. kok kudet. SENENG BANGET AAAK.,positif,unvr
2020-01-03,Akhirnya kebeli juga UNVR walau kebelinya nungguin stock split dl wkwk #Goals2020,positif,unvr
2020-01-03,Unilever Indonesia (UNVR) telah melakukan stock split dengan rasio 1:5 pada perdagangan hari pertama tahun 2020. Saham UNVR tercatat menggunakan harga terbarunya di Rp 8.400 per unit sahamnya. Jasa Marga (JSMR) https://instagram.com/p/B612INsJNmX/?igshid=nrqgcwytj7v6,positif,unvr
2020-01-03,"Saham UNVR , BBRI atau BBCA.",positif,unvr
2020-01-03,Unilever Indonesia (UNVR) telah melakukan stock split dengan rasio 1:5 pada perdagangan hari pertama tahun 2020. Saham UNVR tercatat menggunakan harga terbarunya di Rp 8.400 per unit sahamnya. Jasa Marga (JSMR) https://instagram.com/p/B611tlsJ3zt/?igshid=9yo9oqmxxddj,positif,unvr
2020-01-03,"Produk rakyat, harga saham $UNVR juga merakyat. https://x.com/BigAlphaID/sta/BigAlphaID/status/1212555433459609605",positif,unvr
2020-01-04,#BBRI - BBRI - Berpotensi Membentuk Ascending Triangle Pattern - TradingView - https://id.tradingview.com/chart/BBRI/EkqKw7wL/,positif,bbri
2020-01-04,"Dari main game bisa beli beberapa saham (TLKM, BOLA, ULTJ) via IPOT GO dan beberapa gram emas buat masa depan, penting! Ya semoga di 2020 ada jodohnya untuk kerja profesional lagi aamiin",positif,tlkm
2020-01-04,unvr udh stock split kemaren btw,positif,unvr
2020-01-04,"Mau jajaaaannnnn Tapi duit dah ludess gegara liburan kmrn, Taapi, AYO JARA, SELESAIN PAPER AGILE ABIS ITU BOLEH JAJAN UNVR, MAU GA HEDON SEBULAN KEDEPAN JUGA GAPAPA, AYOO BURU SEBELUM HARGA NAIK",positif,unvr
2020-01-04,"bbca ini naik terus, invest di sono asik tuh. unvr baru stock split, lumayan dpt volume, wskt makin ga jelas.",positif,unvr
2020-01-04,"Sahamnya tetap mahal ditambah laba yg stagnant, value apa yg diharapkan dr membeli saham UNVR sekarang ?",positif,unvr
2020-01-05,SIGNAL+ REAL ICHIMOKU #BBRI 5 Jan 2020 Saham ini sedang dalam momentum bullish dengan potensi kenaikan sebesar 5%-10% dalam beberapa waktu ke depan. https://elitemeetvalue.com/referensi-saham/PakarIchimokuOriginalVersiTraderProfesionalJepang...#yuknabungsaham,positif,bbri
2020-01-05,"SIGNAL+ REAL ICHIMOKU #BBRI 5 Jan 2020 Pak Jokowi, saran nih. Agar seperti bursa luar negeri, bisa dilakukan langkah ini: #1 1. Berikan fasilitas short untuk trading di BEI. 2. Buka akses laporan keuangan perusahaan selama 10 tahun ke belakang",negatif,bbri
2020-01-05,Mencari simpati... Apakah itu kode untuk ambil TLKM,positif,tlkm
2020-01-05,"Mau ngasih tau aja Harga satu gelas Chatime,bisa seharga 15 lembar saham TLKM :)",positif,tlkm
2020-01-05,"Jadi disini aku cuma mau ngasih tau aja, harga segelas minuman Boba setara dengan 10 lembar saham TLKM. https://x.com/another100kkkk/another100kkkk/status/1213092893004419072",positif,tlkm
2020-01-05,Unilever Indonesia (UNVR) tunjuk Alexander Rusli jadi ketua komite audit http://investasi.kontan.co.id/news/unilever-indonesia-unvr-tunjuk-alexander-rusli-jadi-ketua-komite-audit#UNVR,positif,unvr
2020-01-05,Mantan Bos Indosat Pimpin Ketua Komite Audit Unilever #unilever #UNVR #indosat #audit https://marketmover.id/2020/01/mantan-bos-indosat-pimpin-ketua-komite-audit-unilever/lewat@MarketMover.ID,positif,unvr
2020-01-05,"UNVR stocksplit baru ga sampe seminggu , harganya naik langsunggg ~",positif,unvr
2020-01-06,BRI Suntik Modal BRI Ventures Rp 500 Miliar PT Bank Rakyat Indonesia (Persero) Tbk #BBRI pada 31 Desember 2019 melakukan transaksi afiliasi berupa penambahan modal kepada PT BRI Ventura Investama (BRI Ventures). Perseroan merupakan pemegang saham pengendali di BRI Ventures.,positif,bbri
2020-01-06,"#MarketReview #Saham TOP gainer by change: GMTD (+Rp350), UNTR (+Rp300), GGRM (+Rp275), ICBP (+Rp250), dan MSKY (+Rp245)",positif,icbp
2020-01-06,tlkm knp sih bkn ksl jg :),negatif,tlkm
2020-01-06,"Sebagai salah satu pemilik GOOGL, AMZN & TLKM saya tentu merasa sedih karena isu WW3 membuat kekayaan saya berkurang:(",negatif,tlkm
2020-01-06,HSG Menguat 0.63%. IHSG ditutup menguat 0.63% atau 39.89 poin di level 6.323 pada penutupan perdagangan akhir pekan lalu. Saham BBCA dan TLKM yang masing-masing naik 1.64%dan 1.79% menjadi pendorong utama IHSG.,positif,tlkm
2020-01-06,Naxer..bas ka benim to mrduit hazm nakrd bawa bmri..chunka zor baqwat nia ;),negatif,bmri
2020-01-06,Akhirnya unvr bisa kebeli,positif,unvr
2020-01-06,"Saham UNVR malah turun ketika pertama kali diperdagangkan di pasar tunai, kenapa? http://investasi.kontan.co.id/news/saham-unvr-malah-turun-ketika-pertama-kali-diperdagangkan-di-pasar-tunai-kenapa#Emiten",negatif,unvr
2020-01-06,Akhirnya bisa punya UNVR setelah doi stock split tahun ini,positif,unvr
2020-01-06,"JII Melemah 0,90 Persen Tertekan Saham UNVR & ASII http://bit.ly/2MXVpOd",negatif,unvr
2020-01-06,Yusuf Yusuf,negatif,unvr
2020-01-06,wah ini UNVR bntr lg stock split bakal naik harganya (Tapi ampe sekarang gk beli beli padahal udah naik) Wah ini BTC all time low pasti naik nih (sekarang udah naik tp gk beli beli),positif,unvr
2020-01-06,Yuh yani #hayrola,negatif,unvr
2020-01-06,kalo mau pake value investing masih mahal tapi kalo untuk core investing/pensiun atau diwariskan bisa masuk.... tapi tetap setiap laporan keuangannya keluar dicek minimal EPS lah biar tau perusahaannya tumbuh atau enggak (pertumbuhan UNVR relatif kecil karena marketnya sdh gede,positif,unvr
2020-01-06,Unvr pun karena stocksplit aja makanya murah yoo sebelum stocksplit 4jt an per lot,positif,unvr
2020-01-06,karena kalap beli UNVR di harga tertinggi skrg belom balik modalll hahaha,positif,unvr
2020-01-07,"Saham BBRI dikulak asing kemarin (7/1), ini valuasi PER dan PBV-nya http://investasi.kontan.co.id/news/saham-bbri-dikulak-asing-kemarin-71-ini-valuasi-per-dan-pbv-nya#BBRI",positif,bbri
2020-01-07,"Saham yang layak dicermati: GGRM, HMSP, ICBP, KLBF, INTP, JPFA, MAIN, SMGR, BJBR, BTPN, ANTM, PTBA, MPPA, BSDE, PTPP, WIKA (7 Januari 2020)",positif,icbp
2020-01-07,Nyangkut di TLKM huhu Semoga hr ini cuan dr PTBA :),positif,tlkm
2020-01-07,"Rekomendasi Saham Rabu 8 Januari, Binaartha: Beli CTRA, PGAS, TLKM dan UNTR Rabu, 8 Januari 2020 Kanal Ekonomi https://suaratani.com/news/ekonomi/rekomendasi-saham-rabu-8-januari-binaartha-beli-ctra-pgas-tlkm-dan-untr",positif,tlkm
2020-01-07,"Tlkm shaolin school cant relate, angkatan 1&2 selalu dipersulit buat join kegiatan begitu https://x.com/rayvieralaxman/rayvieralaxmana/status/1214191320794681344",negatif,tlkm
2020-01-07,"IHSG Berbalik Melemah Akhir Sesi I, TLKM & TPIA Penekan Utama http://bit.ly/2ZXq4QV",negatif,tlkm
2020-01-07,"Beli laptop windows, sisanya buat borong TLKM, mayan kan dpt deviden buat tambahan jajan",positif,tlkm
2020-01-08,"Buy: ICBP (TP 11.700), TLKM (TP 4.000), dan UNTR (TP 21.900). Sell: TOWR (TP 785) dan SCMA (TP 1.380) http://brt.st/6qpr",positif,icbp
2020-01-08,"emang yaa cuma emas yg ga kena inflasi.. tau gini mending beli saham ANTM yg banyak, daripada UNVR 4 lot kemarin :( minusnya bikin aku makin banyak beristigfar saham indomie ICBP ikutan melonjak juga..",positif,icbp
2020-01-08,"Rekomendasi Saham Kamis 9 Januari, Binaartha: Beli AALI, ADHI, CTRA dan TLKM Kamis, 9 Januari 2020 Kanal Ekonomi https://suaratani.com/news/ekonomi/rekomendasi-saham-kamis-9-januari-binaartha-beli-aali-adhi-ctra-dan-tlkm",positif,tlkm
2020-01-08,"Buy: ICBP (TP 11.700), TLKM (TP 4.000), dan UNTR (TP 21.900). Sell: TOWR (TP 785) dan SCMA (TP 1.380) http://brt.st/6qpr",positif,tlkm
2020-01-08,"Cermati BBNI, ASII, JSMR, SRIL, BBCA, ASGR, WIKA, TBIG, ADHI, TLKM, HMSP http://brt.st/6qpq",positif,tlkm
2020-01-08,"4. Cara mendapatkan Rp. 100,000,000 Dalam 3 Tahun. Saving Plan Saham TLKM,ASII,UNLV 2,500,000/ bulan selama 36 bln = 90,000,000 Ambil Investasi kisaran 7% - 10 % tahun untuk menutup kekurangan 10,000,000. Sudah harus di Mulai Investasi dari Bulan Maret 2020.",positif,tlkm
2020-01-08,Hari ini saham TLKM closing di 3900. Apa mungkin akan menyentuh titik terendahnya kembali seperti di bulan Mei 2019? #ihsg #idx #lq45 #idx30 #tlkm #stock,positif,tlkm
2020-01-08,TLKM semoga naik,positif,tlkm
2020-01-08,"Cermati BBNI, BMRI, BBCA, UNVR, GGRM, HMSP, TLKM, ASII, dan WIKA http://brt.st/6qkj",positif,tlkm
2020-01-08,Saham unvr atau bbca 2lot gapapa min,positif,unvr
2020-01-08,"Trading sell: INDF (TP 8.025), BSDE (TP 1.220), dan BBNI (TP 7.400). Trading buy: UNVR (TP 8.575) dan MAIN (TP 1.090) http://brt.st/6qkm",negatif,unvr
2020-01-08,"Mau masuk MEDC, ANTM, tp sadar saldo kepake UNVR:c",positif,unvr
2020-01-08,"emang yaa cuma emas yg ga kena inflasi.. tau gini mending beli saham ANTM yg banyak, daripada UNVR 4 lot kemarin :( minusnya bikin aku makin banyak beristigfar saham indomie ICBP ikutan melonjak juga..",positif,unvr
2020-01-08,SKRG 8200 ayo semua beli UNVR,positif,unvr
2020-01-08,"IHSG Melemah di Jeda Siang, TPIA & UNVR Penekan Utama http://bit.ly/2QTZaoV",negatif,unvr
2020-01-08,"Cermati BBNI, BMRI, BBCA, UNVR, GGRM, HMSP, TLKM, ASII, dan WIKA http://brt.st/6qkj",positif,unvr
2020-01-09,"JII Naik Hampir 1 Persen, TLKM & ASII Pendorong Utama http://bit.ly/2N7Hrcs",positif,tlkm
2020-01-09,sp 10/1 : 1. ptpp wika myor bmtr tlkm issp. 2. imas bbni bmri aali simp tbla pwon. 3. wskt,positif,tlkm
2020-01-09,"Kuota internet TLKM jelas² masih 11 GB, tapi koq lemoott bgiiittt yaa.. Njuk trus kudu kepriwek ikiiihh..",negatif,tlkm
2020-01-09,Ini klo Netflix dibuka blokirnya sm Telkom.. kira2 bakal turun gak ya valuasinya TLKM?,negatif,tlkm
2020-01-09,"Mengawali perdagangan Kamis (9/1), IHSG dibuka menguat ke 6.251,750. https://kumparan.com/kumparanbisnis/ihsg-hijau-koleksi-saham-aali-adhi-ctra-tlkm-wsbp-wskt-unvr-1sbhad1Np3c?utm_medium=post&utm_source=Twitter&utm_campaign=int",negatif,tlkm
2020-01-09,"Saham UNVR yakni milik Unilever harganya cuma Rp 8 ribu aja per lembar, tertarik buat membelinya? Sebelum beli mendingan baca artikel selengkapnya di sini ya sobat MoneySmart. http://bit.ly/36CEGHV",positif,unvr
2020-01-09,"Mengawali perdagangan Kamis (9/1), IHSG dibuka menguat ke 6.251,750. https://kumparan.com/kumparanbisnis/ihsg-hijau-koleksi-saham-aali-adhi-ctra-tlkm-wsbp-wskt-unvr-1sbhad1Np3c?utm_medium=post&utm_source=Twitter&utm_campaign=int",negatif,unvr
2020-01-09,"Pas ipo harga 100lot 1,8jt. Dalam setahun sekarang jd 30jt++. Jual buat beli unvr.",negatif,unvr
2020-01-09,"Reksa Dana banyak biaya, manajemen fee dll, kl saya pribadi mending beli saham langsung, dapat dividen lagi. 1 juta bisa beli blue chip lah, cth 1 lot UNVR skrg kan cuma 800 ribuan. Mau beli banyakan, nabung dulu baru beli saham. Baca artikel ini http://juruscuan.com/investasi/1066-mengapa-saya-tidak-membeli-reksa-dana-saham",positif,unvr
2020-01-09,"UNVR harganya naik, BJBR trending. *digampar*",positif,unvr
2020-01-09,Padahal saham unvr udh split stock 1:5 tp kaga kebeli2 wkwkwk,positif,unvr
2020-01-09,unvr yg stok split katanya,positif,unvr
